textbook ID,학년,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
802,중2,능률(양),2015,4,Natural Weather Forecasters,과거부터 현재를 포함하는 현재완료,I have witnessed sudden changes in the weather.,나는 갑작스런 날씨 변화를 목격한 적이 있습니다.,She has forecasted the rain accurately. They have observed cloudy skies every morning.,그녀는 비를 정확히 예보한 적이 있습니다. 그들은 매일 아침 흐린 하늘을 관찰한 적이 있습니다.
802,중2,능률(양),2015,5,How Healthy Are Your Habits?,관계대명사,I’m not someone who skips a healthy breakfast.,나는 건강한 아침 식사를 거르는 사람이 아닙니다.,My friend is a person who takes a brisk walk every morning. She is someone who drinks a lot of water.,내 친구는 매일 아침 빠르게 걷는 사람입니다. 그녀는 물을 많이 마시는 사람입니다.
802,중2,능률(양),2015,6,Jobs Then and Now,간접의문문,Can you tell me what your aunt did for a living?,당신은 이모가 생계를 위해 무엇을 했는지 말해줄 수 있나요?,I wonder what the chef cooked for the guests. Do you know how the driver spent his day?,나는 그 요리사가 손님들을 위해 무엇을 요리했는지 궁금합니다. 당신은 운전사가 하루를 어떻게 보냈는지 알고 있나요?
802,중2,능률(양),2015,7,Korean Wave Around the World,to부정사의 형용사적 용법,I discovered many exciting K-pop concerts to attend.,나는 참석할 만한 신나는 K-pop 콘서트를 발견했습니다.,She prepared a collection of trendy outfits to wear. They have special recipes to enjoy Korean food.,그녀는 입기 좋은 멋진 의상 컬렉션을 준비했습니다. 그들은 한국 음식을 즐길 특별한 레시피를 가지고 있습니다.
802,중2,능률(양),2015,8,"Beautiful Words, Better World",ask / tell + 목적어 + to부정사,He told his teacher to choose kind words.,그는 선생님에게 친절한 말을 선택하라고 말했습니다.,They asked their parents to read a book on kindness. She told her brother to sing a happy song.,그들은 부모님에게 친절에 관한 책을 읽어 달라고 요청했습니다. 그녀는 동생에게 기쁜 노래를 부르라고 말했습니다.
803,중2,동아(윤),2015,1,My Happy Everyday Life,수여동사,Please hand me your notebook.,제 노트북을 좀 건네주세요.,He passed her a kind smile. She sent him a funny card.,그는 그녀에게 친절한 미소를 보냈어요. 그녀는 그에게 재미있는 카드를 보냈어요.
803,중2,동아(윤),2015,2,Enjoying Local Culture,have to,We have to visit the ancient temple.,우리는 고대 사원을 방문해야 합니다.,He has to attend a local art festival. They have to enjoy traditional performances.,그는 지역 미술 축제에 참여해야 합니다. 그들은 전통 공연을 즐겨야 합니다.
803,중2,동아(윤),2015,3,Ideas for Saving the Earth,수동태,The park was cleaned by local volunteers.,그 공원은 지역 자원봉사자들에 의해 청소되었습니다.,The tree was planted by community volunteers. Recycling bins were placed by the city council.,그 나무는 지역 자원봉사자들에 의해 심어졌습니다. 재활용 통은 시의회에 의해 배치되었습니다.
803,중2,동아(윤),2015,4,The Amazing World of Animals,주격 관계대명사,Engineers who admired wildlife designed natural parks.,야생동물을 존경하는 엔지니어들이 자연공원을 설계했습니다.,Veterinarians who cared for animals visited the shelter. Zookeepers who studied behavior offered special care to the monkeys.,동물들을 돌보는 수의사들이 동물 보호소를 방문했습니다. 행동을 연구한 사육사들이 원숭이들에게 특별한 관리를 제공했습니다.
803,중2,동아(윤),2015,5,Living Healthily and Safely,목적격 관계대명사,He encountered a risk that he never expected.,그는 전혀 예상치 못한 위험을 만났습니다.,She handled a mistake that everyone noticed. They discovered an issue that needed quick fixing.,그녀는 모두가 알아챈 실수를 해결했습니다. 그들은 신속한 수리가 필요한 문제를 발견했습니다.
803,중2,동아(윤),2015,6,"Different People, Different Views",지각동사＋목적어＋ing,I heard someone singing softly.,나는 누군가 부드럽게 노래하는 것을 들었습니다.,Tom saw people talking at the park. Lucy noticed her friend laughing in the classroom.,톰은 공원에서 사람들이 이야기하는 것을 보았습니다. 루시는 교실에서 친구가 웃고 있는 것을 알아챘습니다.
803,중2,동아(윤),2015,7,Life in Space,현재완료,I have never experienced zero gravity.,나는 한 번도 무중력을 경험한 적이 없습니다.,I have always wondered about other planets. Astronauts have taken many photos from space.,나는 항상 다른 행성에 대해 궁금해했습니다. 우주비행사들은 우주에서 많은 사진을 찍었습니다.
803,중2,동아(윤),2015,8,Pride of Korea,의문사를 포함한 간접의문문,Please tell me where you discovered the hidden tradition.,숨겨진 전통을 어디에서 발견했는지 말해 주세요.,He asked me when the festival began. She wondered what made the celebration unique.,그는 축제가 언제 시작되었는지 물었습니다. 그녀는 축제가 특별한 이유가 무엇인지 궁금해했습니다.
804,중2,동아(이),2015,1,Can We Talk?,to부정사,I decided to invite my friend for a conversation.,나는 친구를 대화에 초대하기로 결심했습니다.,She chose to share her thoughts with her classmate. He prefers to listen to different opinions.,그녀는 학우와 자신의 생각을 나누기로 선택했습니다. 그는 다양한 의견을 듣는 것을 선호합니다.
804,중2,동아(이),2015,2,Close to You,현재완료,My teacher has been very supportive since the school began.,우리 선생님은 학교가 시작된 이후로 매우 도움이 되었습니다.,My friend has been learning English since last summer. The student has been active in class since the term started.,내 친구는 지난 여름부터 영어를 배우고 있습니다. 학생은 학기 시작 이후로 수업에 활발히 참여하고 있습니다.
804,중2,동아(이),2015,3,The Music Goes,수동태,The song was played by many fans.,그 노래는 많은 팬들에 의해 연주되었습니다.,The concert was attended by numerous listeners. The melody was appreciated by local supporters.,그 콘서트는 수많은 청취자들에 의해 참석되었습니다. 그 멜로디는 지역 팬들에게 감탄받았습니다.
804,중2,동아(이),2015,4,Go for It!,주격 관계대명사,My friend is someone who always encourages me.,내 친구는 항상 나를 격려해 주는 사람이다.,The teacher is a person who explains lessons clearly. Our team is a group who trains hard every day.,선생님은 수업을 명확히 설명해 주는 분이다. 우리 팀은 매일 열심히 훈련하는 그룹이다.
804,중2,동아(이),2015,5,"Come One, Come",가주어 it,It is very exciting to try spicy street food.,매콤한 길거리 음식을 먹어보는 것은 매우 신납니다.,It is interesting to learn new dance moves. It is enjoyable to join local festivals.,새로운 춤 동작을 배우는 것은 흥미롭습니다. 지역 축제에 참여하는 것은 즐겁습니다.
804,중2,동아(이),2015,6,Into Outer Space,동등 비교,An orbit on Saturn is about twice as long as an orbit on Uranus.,토성의 한 바퀴 도는 시간은 천왕성의 한 바퀴 도는 시간의 약 두 배입니다.,A mission to the Moon is about twice as difficult as a mission to Mars. An exploration to a comet is about twice as rewarding as an exploration to an asteroid.,달 탐사는 화성 탐사보다 약 두 배 정도 어렵습니다. 혜성 탐사는 소행성 탐사보다 약 두 배 정도 보람 있습니다.
804,중2,동아(이),2015,7,Can I Trust It?,so ~ that,The book is so interesting that I couldn't put it down.,그 책은 너무 흥미로워서 놓을 수 없었습니다.,The task is so challenging that many students ask for help. This dessert is so sweet that I ate two pieces.,이 과제는 너무 어려워서 많은 학생들이 도움을 요청합니다. 이 디저트는 너무 달아서 두 조각을 먹었습니다.
804,중2,동아(이),2015,8,Be Like Sherlock!,"something + 형용사, Is there something wrong?",Is there something interesting in the book?,책에 흥미로운 것이 있나요?,Is there something mysterious in the town? Is there something useful in the library?,마을에 신비로운 것이 있나요? 도서관에 유용한 것이 있나요?
805,중2,비상,2015,1,Suit Your Taste!,동명사,Having a quiet evening at home is relaxing.,집에서 조용한 저녁을 보내는 것은 편안합니다.,Having a morning walk makes me feel refreshed. Having fun with friends creates great memories.,아침 산책은 나를 상쾌하게 만듭니다. 친구들과 즐거운 시간을 보내는 것은 멋진 추억을 만듭니다.
805,중2,비상,2015,2,Half a World Away,If 조건절,"If you notice the bright star, it is a special night.","만약 네가 반짝이는 별을 본다면, 특별한 밤입니다.","If you visit the museum, you will discover ancient secrets. If you explore the old town, you will find hidden treasures.","만약 네가 박물관을 방문하면, 고대의 비밀을 발견할 것입니다. 만약 네가 구시가지를 탐험하면, 숨겨진 보물을 찾을 수 있습니다."
805,중2,비상,2015,3,"I Wonder Why, I Wonder How",수동태,The park is cared for by friendly neighbors.,친절한 이웃들이 공원을 돌봅니다.,The cake was baked by my mother. The bridge is maintained by the city.,내 어머니가 케이크를 구워주셨어요. 도시에서 다리를 관리합니다.
805,중2,비상,2015,4,Your Only Limit Is You,주격 관계대명사,There are friends who share genuine smiles.,진심 어린 미소를 나누는 친구들이 있다.,There are teachers who inspire creativity. There are athletes who train passionately.,창의력을 고취시키는 선생님들이 있다. 열정적으로 훈련하는 운동선수들이 있다.
805,중2,비상,2015,5,Explore Your Feelings!,현재완료,I have admired art since I was little.,나는 어렸을 때부터 예술을 좋아해 왔어요.,We have embraced creativity through daily practice. She has discovered new emotions from painting.,우리는 매일 연습을 통해 창의력을 길러왔어요. 그녀는 그림을 통해 새로운 감정을 발견했어요.
805,중2,비상,2015,6,Doors to the Wild,가주어(it)~진주어(to부정사),It is hard to find a shelter without guidance.,길잡이 없이 피난처를 찾는 것은 어렵습니다.,It is exciting to explore new trails. It is risky to venture into unknown paths.,새로운 길을 탐험하는 것은 신납니다. 낯선 길로 모험을 하는 것은 위험합니다.
805,중2,비상,2015,7,Art around Us,사역동사,This sculpture will make you appreciate its details.,이 조각상은 당신이 그 세부 사항을 더욱 감상하게 만들 것입니다.,The art exhibit will make you see colors in a new way. The mural will make you admire the history behind it.,그 미술 전시는 당신이 색을 새로운 방식으로 보게 만들 것입니다. 그 벽화는 당신이 그 뒤에 있는 역사를 감탄하게 만들 것입니다.
805,중2,비상,2015,8,Changes Ahead,so~that... can't... : 너무 ~해서 ~할 수 없다. 예문: We were so tired that we could not go out.,I was so busy that I couldn't meet my friend.,나는 너무 바빠서 친구를 만날 수 없었어요.,She was so excited that she couldn't stop smiling. They were so hungry that they finished all the food.,그녀는 너무 신나서 웃음을 멈출 수 없었어요. 그들은 너무 배고파서 모든 음식을 다 먹었어요.
806,중2,천재(이),2015,1,Off to a Good Start,주격 관계대명사,I need a friend who supports me.,나는 나를 응원해 주는 친구가 필요해요.,She hopes to meet someone who listens carefully. He wishes for a partner who understands him.,그녀는 귀 기울여 들어주는 사람을 만나길 바래요. 그는 자신을 잘 이해해 주는 친구를 원해요.
806,중2,천재(이),2015,2,Connecting with the World,목적격 관계대명사,The teacher whom I respect most inspires me every day.,내가 가장 존경하는 선생님은 매일 저를 격려해주십니다.,The friend whom I trust always supports me. The artist whom I admire creates beautiful paintings.,내가 항상 신뢰하는 친구는 저를 지지해줍니다. 내가 존경하는 예술가는 아름다운 그림을 그립니다.
806,중2,천재(이),2015,3,"Healthy Life, Happy Life",부정사 It ~ to  It is good to exercise regularly.,It is essential to eat a variety of fruits.,여러 가지 과일을 먹는 것이 필수적입니다.,It is fun to try new sports. It is smart to choose healthy snacks.,새로운 스포츠를 시도하는 것이 즐겁습니다. 건강한 간식을 선택하는 것이 현명합니다.
806,중2,천재(이),2015,4,"Earth, Our Only Home",수동태,The park was maintained by local volunteers.,그 공원은 지역 자원봉사자들에 의해 관리되었습니다.,A community garden was nurtured by caring hands. The forest was protected by many environmentalists.,한 지역 사회 정원은 따뜻한 손길에 의해 가꾸어졌습니다. 그 숲은 많은 환경운동가들에 의해 보호되었습니다.
806,중2,천재(이),2015,5,Understanding Others,"목적어 + 부정사 want/ask/tell + to
Parents want their children to be honest.",Teachers want their students to listen carefully.,선생님들은 그들의 학생들이 주의 깊게 듣기를 원합니다.,"Parents ask their children to finish homework on time.
Friends tell each other to be kind.","부모님들은 자녀들이 제시간에 숙제를 끝내기를 요청합니다.
친구들은 서로에게 친절하라고 말합니다."
806,중2,천재(이),2015,6,Near and Dear,목적어 + 동사원형 make/have/let,I will let my friend have a turn at the game.,나는 내 친구가 게임을 할 기회를 갖도록 할 것이다.,She made her brother try a new hobby. He had his teammate join the practice session.,그녀는 동생에게 새로운 취미를 시도하게 했다. 그는 팀원이 연습에 참여하도록 했다.
806,중2,천재(이),2015,7,A Life Full of Fun,현재완료,We have enjoyed playing soccer for two years.,우리는 2년 동안 축구를 즐겨왔습니다.,They have visited the museum several times this year. She has painted many pictures since last summer.,그들은 올해 여러 번 박물관을 방문했습니다. 그녀는 지난 여름 이후로 많은 그림을 그렸습니다.
806,중2,천재(이),2015,8,"Viva, South America",최상급,Carlos is the most daring traveler in our group.,Carlos는 우리 그룹에서 가장 대담한 여행자입니다.,Ana is the most enthusiastic learner in the class. Miguel is the most friendly guide on our trip.,Ana는 반에서 가장 열정적인 학습자입니다. Miguel은 우리 여행에서 가장 친절한 안내자입니다.
807,중2,천재(정),2015,1,Time to Start Again,부정사의 형용사적 용법,I have a plan to try something new.,나는 새로운 것을 시도할 계획이 있습니다.,He has a chance to start over. They have a plan to try again.,그는 다시 시작할 기회를 가지고 있습니다. 그들은 다시 시도할 계획을 가지고 있습니다.
807,중2,천재(정),2015,2,I Love My Town!,접속사 if,We can have fun if we share our ideas.,우리가 아이디어를 나누면 재미있을 거예요.,The park looks lively if people take care of it. The town becomes brighter if everyone cleans the streets.,사람들이 돌보면 공원이 생기가 있어요. 모두가 거리를 청소하면 마을이 더 밝아져요.
807,중2,천재(정),2015,3,"Be Active, Be Safe!",현재완료,I have ridden a bicycle in the park before.,나는 전에 공원에서 자전거를 탔어요.,I have tried a new workout routine before. I have joined a local sports club before.,나는 전에 새로운 운동을 해봤어요. 나는 전에 지역 스포츠 클럽에 참여했어요.
807,중2,천재(정),2015,4,Memories in Your Heart,주격/목적격 관계대명사,I found a journal that kept my summer memories.,나는 여름 추억이 담긴 일기를 발견했어요.,He kept a postcard that reminded him of beach days. She owns a photo which shows her happy times at school.,그는 해변의 날들을 기억하게 하는 엽서를 간직했어요. 그녀는 학교에서 행복했던 순간을 보여주는 사진을 가지고 있어요.
807,중2,천재(정),2015,5,Shapes Around Us,의문사 + 부정사,I don't know where to place the circle.,나는 원을 어디에 놓아야 할지 모르겠어요.,She doesn't know how to draw the square. He doesn't know which edge to color.,그녀는 사각형을 어떻게 그려야 할지 몰라요. 그는 어느 변을 칠해야 할지 몰라요.
807,중2,천재(정),2015,6,Love the Earth,a few,I discovered a few methods to reduce waste.,나는 쓰레기를 줄이는 몇 가지 방법을 발견했습니다.,She applied a few eco-friendly habits every day. They bought a few recycled books for school.,그녀는 매일 몇 가지 친환경 습관을 적용했습니다. 그들은 학교에서 사용할 몇 권의 재활용 책을 샀습니다.
807,중2,천재(정),2015,7,A Step Inside the Culture,현재분사,It looks like a smiling man reading a book in a quiet park.,조용한 공원에서 책을 읽고 있는 미소 짓는 남자처럼 보입니다.,It seems like a busy student carrying a backpack on a rainy day. It appears as if a cheerful girl dancing happily in the schoolyard.,비 오는 날 배낭을 메고 바쁜 학생처럼 보입니다. 학교 운동장에서 행복하게 춤추는 즐거운 소녀처럼 보입니다.
807,중2,천재(정),2015,8,Design for All,so ~ that ... can’t,The bag was so heavy that he couldn’t carry it.,가방이 너무 무거워서 그가 들 수 없었어요.,The jacket was so warm that I couldn’t take it off. The cap was so stylish that everyone admired it.,자켓이 너무 따뜻해서 벗을 수 없었어요. 모자가 너무 멋져서 모두가 감탄했어요.
808,중2,YBM(박),2015,1,Manage Yourself!,‘to’부정사의 형용사적 용법,She has a plan to improve her skills.,그녀는 자신의 능력을 향상시키기 위한 계획을 가지고 있습니다.,He found a book to guide his journey. They developed steps to organize their time.,그는 자신의 여정을 안내할 책을 찾았습니다. 그들은 시간을 체계적으로 관리할 단계를 마련했습니다.
808,중2,YBM(박),2015,2,All about Safety,의문사 + to부정사 구문 I learned how to do CPR.,I learned what to do in an emergency.,나는 비상시에 무엇을 해야 하는지 배웠습니다.,He learned where to find the nearest exit. She learned when to call the fire department.,그는 가장 가까운 출구를 찾는 방법을 배웠습니다. 그녀는 소방서에 전화할 때를 배웠습니다.
808,중2,YBM(박),2015,3,Living a Healthy Life,사역동사,The healthy meal made my body feel more energetic.,건강한 식사가 내 몸을 더욱 활기차게 해주었습니다.,The regular walk made my heart feel stronger. Fresh air will make your mind feel clearer.,규칙적인 산책은 내 심장을 더욱 튼튼하게 만들었습니다. 신선한 공기는 네 마음을 더욱 맑게 해줄 것입니다.
808,중2,YBM(박),2015,4,To Be a Global Citizen!,주격 관계대명사,A global citizen is someone who respects different opinions.,글로벌 시민은 다양한 의견을 존중하는 사람입니다.,A person who travels explores diverse traditions. Students who share ideas foster friendship across nations.,여행하는 사람은 다양한 전통을 탐험합니다. 아이디어를 나누는 학생들은 국가 간 우정을 쌓습니다.
808,중2,YBM(박),2015,5,"Different Countries, Different Cultures",수동태,France is admired by many artists.,프랑스는 많은 예술가들에게 존경받습니다.,Italy is enjoyed by many chefs. Japan is respected by lots of students.,이탈리아는 많은 요리사들에게 사랑받습니다. 일본은 많은 학생들에게 존경받습니다.
808,중2,YBM(박),2015,6,Wonders of Nature,it + be동사 + 형용사 + to + 동사원형 구문,It is vital to explore the beauty of nature.,자연의 아름다움을 탐험하는 것이 중요합니다.,It is necessary to protect colorful birds. It is useful to appreciate vast landscapes.,형형색색의 새들을 보호하는 것이 필요합니다. 광활한 풍경을 감상하는 것이 유익합니다.
808,중2,YBM(박),2015,7,Work on Your Dreams,「ask/want + 목적어 + to + 동사원형」 구문,My teacher asked students to try new strategies.,선생님이 학생들에게 새로운 전략을 시도해 보라고 요청했습니다.,My friend wanted me to join the study group. The coach asked players to work harder.,내 친구가 나에게 스터디 모임에 참여하라고 했습니다. 감독은 선수들에게 더 열심히 연습하라고 요청했습니다.
808,중2,YBM(박),2015,8,Science Is Making Big Changes,현재완료,Have you ever seen how science transforms our world?,과학이 우리 세상을 변화시키는 것을 본 적이 있나요?,Have you ever tried a new science experiment? Have you ever discovered a cool invention?,새로운 과학 실험을 해 본 적이 있나요? 멋진 발명을 발견한 적이 있나요?
809,중2,YBM(송),2015,1,My Bucket List,형용사의 최상급,I believe the piano produces the most elegant tone among all musical instruments.,나는 피아노가 모든 악기 중에서 가장 우아한 소리를 낸다고 믿습니다.,She thinks the violin sounds the most enchanting of them all. They claim the flute offers the most serene melody.,그녀는 바이올린이 모든 악기 중 가장 매혹적인 소리를 낸다고 생각합니다. 그들은 플루트가 가장 평화로운 멜로디를 제공한다고 주장합니다.
809,중2,YBM(송),2015,2,Let’s Be Smart Smartphone Users,to' 부정사의 형용사적 용법,I bought a new app to improve digital skills.,나는 디지털 기술을 향상시키기 위해 새 앱을 샀어요.,They attended a workshop to explore new technology. She read a book to discover smart usage tips.,그들은 새로운 기술을 탐구하기 위해 워크숍에 참석했어요. 그녀는 스마트한 사용 팁을 알아보기 위해 책을 읽었어요.
809,중2,YBM(송),2015,3,The School Club Activity Day,의문사 + 'to' 부정사,I asked my friend how to organize the school event.,나는 내 친구에게 학교 행사를 어떻게 준비할지 물어보았다.,She wondered when to start the rehearsal. He asked where to hold the meeting.,그녀는 리허설을 언제 시작할지 궁금해하였다. 그는 회의를 어디에서 열지 물어보았다.
809,중2,YBM(송),2015,4,The Two Roads,현재완료,I have studied hard and steadily.,나는 열심히 그리고 꾸준히 공부해왔습니다.,I have made many friends along the journey. I have learned valuable lessons through challenges.,나는 여정에서 많은 친구들을 사귀었습니다. 나는 어려움을 통해 귀중한 교훈을 배웠습니다.
809,중2,YBM(송),2015,5,We Love Baseball,부가 의문문,"Jinwoo, you are trying your first hit at the ballpark, aren't you?","진우야, 너는 야구장에서 첫 타격을 시도하는 거지, 그렇지 않니?","Seojun, you are excited about the game, aren't you? Eunji, baseball always brings you joy, doesn't it?","서준아, 너는 경기에 신이 났지, 그렇지? 은지야, 야구는 항상 너에게 기쁨을 주는구나, 그렇지 않니?"
809,중2,YBM(송),2015,6,"New Places, New Experiences",so + 형용사/부사 + that + 주어 + 동사,The burger was so tasty that I ordered another one.,버거가 너무 맛있어서 하나 더 주문했어요.,The coffee was so strong that I felt energized. The dessert was so sweet that it brightened my day.,커피가 너무 진해서 기운이 났어요. 디저트가 너무 달아서 하루가 즐거워졌어요.
809,중2,YBM(송),2015,7,Living in the AI World,지각동사,I see a robot walking on the sidewalk.,나는 인도 위를 걷는 로봇을 봅니다.,I see a robot walking on the road. I hear a beep coming from a machine.,나는 도로에서 걷는 로봇을 봅니다. 나는 기계에서 들리는 삐 소리를 듣습니다.
809,중2,YBM(송),2015,8,The Unknown Hero,want/ask/tell/press + 목적어 + to 부정사,The commander asked his soldier to secure the area.,지휘관은 병사에게 경계를 강화하라고 요청했습니다.,The captain told his team to fight bravely. The guide pressed us to explore hidden paths.,캡틴은 팀에게 용감하게 싸우라고 말했습니다. 가이드는 우리에게 숨겨진 길을 탐험하라고 압박했습니다.
809,중2,YBM(송),2015,9,Manners Make the Man,관계부사,The gathering became more pleasant when everyone displayed good manners.,모두가 예의를 보였을 때 모임은 더욱 즐거워졌습니다.,The dinner turned out well when guests greeted each other warmly. The event improved when people acted courteously.,손님들이 따뜻하게 인사했을 때 저녁 식사는 잘 진행되었습니다. 사람들이 공손하게 행동했을 때 행사는 개선되었습니다.
801,중2,능률(김),2015,1,Express Yourself,감각을 나타내는 동사,My artwork appears vibrant under natural light.,내 작품은 자연광 아래서 생기가 넘쳐 보입니다.,Her sketch looks impressive in the sunlight. The painting feels calm with soft colors.,그녀의 스케치는 햇빛 아래 인상적으로 보입니다. 그 그림은 부드러운 색깔로 차분하게 느껴집니다.
801,중2,능률(김),2015,2,"Eat Right, Be Happy",빈도부사,She usually orders a fresh juice before lunch.,그녀는 보통 점심 전에 신선한 주스를 주문합니다.,He often enjoys a green smoothie in the morning. We always try to eat balanced meals at dinner.,그는 아침에 자주 초록 스무디를 즐깁니다. 우리는 저녁에 항상 균형 잡힌 식사를 하려고 합니다.
801,중2,능률(김),2015,3,Understand the World,결과를 나타내는 so ~ that 구문,I found a book so interesting that I read it twice.,나는 책이 너무 흥미로워서 두 번 읽었어요.,The tour was so long that we felt tired. The landmark is so famous that many people visit it daily.,여행이 너무 길어서 우리 모두 피곤했어요. 그 랜드마크는 너무 유명해서 매일 많은 사람들이 방문해요.
801,중2,능률(김),2015,4,Go Green Together,비교급을 강조하는 표현,The flowers bloom much brighter than those in the garden.,꽃들은 정원의 것들보다 훨씬 더 밝게 피었습니다.,The vegetables sprout much quicker than weeds in the wild. The trees grow much stronger than those in the park.,야생의 잡초보다 채소들이 훨씬 빠르게 싹이 튭니다. 공원에 있는 것들보다 나무들이 훨씬 튼튼하게 자랍니다.
801,중2,능률(김),2015,5,Give a Helping Hand,감정을 나타내는 과거분사,I was touched because a stranger helped me.,낯선 사람이 도와줘서 나는 감동받았습니다.,She was delighted when her friend supported her. They were surprised as a kind neighbor donated food.,그녀는 친구가 그녀를 도와줬을 때 기뻤습니다. 친절한 이웃이 음식을 기부해서 그들은 놀랐습니다.
801,중2,능률(김),2015,6,The Best Trip of Your Life,간접의문문,I asked where the charming train station was.,나는 매력적인 기차역이 어디 있는지 물어봤어요.,She wondered where the modern museum was. They inquired where the historic site could be found.,그녀는 현대 미술관이 어디 있는지 궁금해했어요. 그들은 역사적인 명소가 어디 있는지 물어봤어요.
801,중2,능률(김),2015,7,On My Way to the Future,조건을 말하는 if절,"If you plan carefully and take risks, success will follow.","만약 신중하게 계획하고 도전한다면, 성공이 따라올 것입니다.","If you learn from your mistakes, you can improve. If you set clear goals, you will achieve more.","만약 실수에서 배운다면, 향상할 수 있습니다. 만약 명확한 목표를 세운다면, 더 많은 것을 이룰 것입니다."
802,중2,능률(양),2015,1,What Is Your Color?,자신’이라는 뜻을 지니는 재귀대명사,Why don't you believe in yourself?,왜 자신을 믿지 않니?,He should always trust himself. You must respect yourself.,그는 항상 자신을 믿어야 합니다. 너는 자신을 존중해야 합니다.
802,중2,능률(양),2015,2,"Old Things, New Art",not only ~ but also ~ 구문,He collects not only antique items but also rare sketches.,그는 골동품뿐만 아니라 희귀한 스케치도 수집합니다.,They restored not only ancient furniture but also modern frames. She decorated not only old canvases but also unique sculptures.,그들은 고대 가구뿐만 아니라 현대 액자도 복원했습니다. 그녀는 오래된 캔버스뿐만 아니라 독특한 조각상도 장식했습니다.
