textbook ID,학년,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
904,중3,동아(이),2015,7,Feel the Wonder,소유격 관계대명사,"This clever bird whose favorite seed is sunflower, builds a nest in a tall tree.",이 영리한 새는 좋아하는 씨앗이 해바라기예요. 그래서 높은 나무에 둥지를 지어요.,That small cat whose eyes are bright loves to chase butterflies. The curious dog whose collar is red enjoys playing in the yard.,저 작은 고양이는 눈이 반짝여서 나비를 쫓는 걸 좋아해요. 그 호기심 많은 개는 빨간 목걸이를 하고 마당에서 노는 것을 즐겨요.
904,중3,동아(이),2015,8,Up to You,분사구문,"Listening to the announcement, he quickly gathered his things.","공지 소리를 듣고, 그는 재빨리 물건을 챙겼어요.","Noticing the error, he fixed it carefully. Watching the video, she learned something new.","오류를 발견하고, 그는 조심스럽게 수정했어요. 동영상을 보면서, 그녀는 새로운 것을 배웠어요."
905,중3,비상,2015,1,The Art of Communication,관계대명사 what와 'I'로 시작하는 문장. 'I'로 시작하는 문장이 자신의 감정을 표현하는 데 도움이 될 수 있어요.,I shared what excited me during the conversation.,대화 중에 나를 신나게 한 것을 공유했어요.,I expressed what I felt after the meeting. I described what inspired me from the talk.,회의 후에 내가 느낀 것을 표현했어요. 대화에서 영감을 준 것을 묘사했어요.
905,중3,비상,2015,2,Wonderful Nature,to부정사의 의미상 주어,Mountains are the best place for hikers to explore.,산은 등산객들이 탐험하기에 최고예요.,Forests are the best place for bird watchers to relax. Lakes are the best place for artists to find inspiration.,숲은 새 관찰자들이 휴식을 취하기에 최고예요. 호수는 예술가들이 영감을 찾기에 최고예요.
905,중3,비상,2015,3,For the Love of Our Country,명사절 접속사,"If I was not sure if it would rain, I carried an umbrella.","비가 올지 확신이 없었으면, 우산을 챙겼어요.","If I was not sure if the bus was on time, I left early. If I was not sure if the store was open, I called first.","버스가 제시간에 도착할지 확신이 없었으면, 일찍 출발했어요. 가게가 열려 있을지 확신이 없었으면, 먼저 전화했어요."
905,중3,비상,2015,4,Music to My Ears!,분사구 (후치수식),They enjoyed a concert organized by local talents.,그들은 지역 재능 있는 사람들이 조직한 콘서트를 즐겼어요.,She watched a performance inspired by old legends. We listened to a song recorded on a vintage recorder.,그녀는 옛 전설에서 영감을 받은 공연을 봤어요. 우린 빈티지 녹음기로 녹음된 노래를 들었어요.
905,중3,비상,2015,5,Critical Minds,분사구문,I reviewed the case files thinking about the reasons behind the events.,나는 사건의 이유를 생각하며 사건 파일들을 검토했어요.,She analyzed ancient writings thinking about their meanings. They examined historic documents thinking about the evidence.,그녀는 의미를 생각하며 고대 문서를 분석했어요. 그들은 증거를 생각하며 역사적 문서를 검토했어요.
905,중3,비상,2015,6,Words of Wisdom,It ~ that 강조구문,It is the path that leads us to growth.,이 길이 우리를 성장으로 이끌어요.,It was the courage that made him strong. It is the vision that shapes our future.,그 용기가 그를 강하게 만들었어요. 그 비전이 우리 미래를 결정해요.
905,중3,비상,2015,7,Spend Wisely,접속사 as,"As more and more students practice saving money, my interest in budgeting grows.","더 많은 학생들이 돈을 아끼면서, 제 예산 관리에 대한 관심이 커져요.","As more and more families save money, they feel more secure. As more and more friends exchange saving tips, everyone learns a good habit.","더 많은 가족들이 돈을 절약하면서, 그들은 더 안정감을 느껴요. 더 많은 친구들이 절약 팁을 공유하면서, 모두 좋은 습관을 배우게 돼요."
905,중3,비상,2015,8,Wonders of Space Travel,가정법 과거,"If there were faster rockets, we could explore Mars.","더 빠른 로켓이 있었다면, 우리는 화성을 탐험할 수 있었을 거예요.","If the spaceship were bigger, we could invite more friends. If the mission succeeded, we would celebrate on Earth.","우주선이 더 컸다면, 더 많은 친구들을 초대할 수 있었을 거예요. 임무가 성공했다면, 지구에서 축하할 거예요."
906,중3,천재(이),2015,1,What Matters to You?,관계대명사 what,She discovered what she always dreamed of.,그녀는 항상 꿈꿔왔던 것을 발견했어요.,He remembered what made him smile. They enjoyed what surprised them.,그는 자신을 웃게 한 것을 기억했어요. 그들은 놀라게 한 것을 즐겼어요.
906,중3,천재(이),2015,2,"Animals, Big and Small",명사를 뒤에서 꾸미는 분사,I enjoyed watching the horse trotting on the road.,나는 길 위를 뛰어가는 말을 보는 것이 즐거웠어요.,The kids saw a rabbit hopping in the garden. The bird is singing on the fence.,아이들이 정원에서 뛰노는 토끼를 봤어요. 새가 울타리 위에서 노래하고 있어요.
906,중3,천재(이),2015,3,"Be Positive, Be Happy",현재완료진행형,I have been smiling all morning.,나는 아침 내내 웃고 있어요.,She has been laughing since noon. They have been enjoying every moment together.,그녀는 정오부터 웃고 있어요. 그들은 함께 매 순간을 즐기고 있어요.
906,중3,천재(이),2015,4,Opening a Window to the World,관계부사,We laugh happily when we meet on Friday evenings.,우리는 금요일 저녁에 만날 때 행복하게 웃어요.,My parents relax when we enjoy dinner on Friday evenings. I feel excited when I watch the sunset on Friday evenings.,우리가 금요일 저녁에 저녁을 즐기면 부모님이 편안해져요. 나는 금요일 저녁에 노을을 볼 때 신나해요.
906,중3,천재(이),2015,5,Are You into Books?,과거완료,I had finished my homework before the movie started.,영화가 시작되기 전에 숙제를 끝냈어요.,They had already left when I arrived. She had read the book before the class began.,내가 도착했을 때 그들은 이미 떠났어요. 수업이 시작되기 전에 그녀는 그 책을 읽었어요.
906,중3,천재(이),2015,6,Together in Our Community,부정사 It ~ for ... + to It is important for kids to learn to swim.,It is essential for neighbors to share resources.,이웃들이 자원을 나누는 것이 중요해요.,It is necessary for friends to support one another. It is vital for students to listen carefully.,친구들이 서로를 도와주는 것이 필요해요. 학생들이 주의 깊게 듣는 것이 중요해요.
906,중3,천재(이),2015,7,Watch Out,분사구문,"I ride the bus, looking both ways.",나는 버스를 타며 양쪽을 살펴봐요.,"I cross the road, listening to traffic signals. I jog in the park, watching every step.",나는 도로를 건너며 신호음을 들어요. 나는 공원에서 뛰며 한걸음 한걸음 주의를 기울여요.
906,중3,천재(이),2015,8,All Your Dreams Are Worth Chasing,조동사 + have p.p.,They must have been excited about the concert.,그들은 콘서트에 대해 흥분했었을 거예요.,She might have been worried about the exam. He could have been tired after the practice.,그녀는 시험에 대해 걱정했었을 수도 있어요. 그는 연습 후에 피곤했을 수도 있어요.
907,중3,천재(정),2015,1,Express Your Feelings,간접의문문,I wonder what makes you smile.,무엇이 당신을 웃게 만드는지 궁금해요.,She asked what song lifts her mood. They wondered how to express their feelings.,그녀는 어떤 노래가 기분을 좋게 만드는지 물어봤어요. 그들은 자신의 감정을 어떻게 표현해야 하는지 궁금해했어요.
907,중3,천재(정),2015,2,Let's Make Our Town Better,과거완료,I was relieved that my friend had repaired the broken bench.,친구가 망가진 벤치를 고쳐줘서 마음이 놓였어요.,Our team had organized a clean-up before the city festival. They had painted murals along the street by last summer.,우리 팀은 도시 축제 전에 청소 활동을 준비했어요. 그들은 지난 여름까지 길에 벽화를 그려놓았어요.
907,중3,천재(정),2015,3,Laugh First and Then Think,부정사 enough to,The student is clever enough to solve challenging problems.,그 학생은 어려운 문제들을 해결할 만큼 똑똑해요.,My friend is strong enough to join the debate club. She is talented enough to create memorable art.,내 친구는 토론 동아리에 들어갈 만큼 강해요. 그녀는 기억에 남는 예술을 만들 만큼 재능 있어요.
907,중3,천재(정),2015,4,Dreaming of My Future,분사구문,"Seeing the sunset, I felt inspired to pursue my dreams.",해질녘을 보면서 내 꿈을 추구하고 싶었어요.,"Watching the stars, I imagined a bright future. Recognizing a kind act, she felt motivated.",별들을 보면서 나는 밝은 미래를 상상했어요. 따뜻한 행동을 보고 그녀는 용기를 얻었어요.
907,중3,천재(정),2015,5,Pictures Speak a Thousand Words,가정법 과거,I would travel endlessly if I had more time.,"시간이 더 많았으면, 끝없이 여행할 거예요.",She would try new foods if she visited another country. We would laugh more if we met old friends again.,그녀는 다른 나라를 방문하면 새로운 음식을 시도할 거예요. 우리는 옛 친구들을 다시 만나면 더 많이 웃을 거예요.
907,중3,천재(정),2015,6,Love the Earth,"비교급 the ~, the ~","The more you recycle, the happier our Earth becomes.","더 많이 재활용할수록, 우리 지구는 더 행복해져요.","The more we plant trees, the cleaner the air becomes. The more we save energy, the brighter our future is.","나무를 더 많이 심을수록, 공기는 더 깨끗해져요. 에너지를 더 많이 절약할수록, 우리의 미래는 더 밝아져요."
907,중3,천재(정),2015,7,"Fact, Opinion, or Fake",간접화법,Mr. Kim said he was explaining how to identify fake information.,김 선생님께서 가짜 정보를 어떻게 구분하는지 설명하고 계셨어요.,Mrs. Lee mentioned that she was reading an article about facts. The teacher explained that news should be read carefully.,이 선생님께서 사실에 관한 기사를 읽고 계신다고 말씀하셨어요. 선생님께서 뉴스를 신중하게 읽어야 한다고 설명하셨어요.
907,중3,천재(정),2015,8,Make Peace with Others,부정대명사,"Some warmly greeted him, and others helped him.","어떤 사람은 그를 따뜻하게 맞이해요, 그리고 다른 사람은 그를 도와줘요.","Some listened to his story, and others offered advice. Some shared their snacks, and others invited him to play.","어떤 사람은 그의 이야기를 들어요, 그리고 다른 사람은 조언을 해줘요. 어떤 사람은 간식을 나눠줘요, 그리고 다른 사람은 그를 놀자고 초대해요."
908,중3,YBM(박),2015,1,All About Me,강조의 'do',I do love playing in the park.,나는 공원에서 노는 것을 정말 좋아해요.,I do appreciate the quiet of nature while reading. I do enjoy the peaceful sunrise on weekends.,나는 책을 읽으며 자연의 고요함을 감상해요. 나는 주말에 평화로운 일출을 즐겨요.
908,중3,YBM(박),2015,2,Experience Different Cultures!,현재완료진행형 have/has been + 동사원형ing,She has been learning about different traditions for two years.,그녀는 2년 동안 다양한 전통에 대해 배우고 있어요.,He has been visiting historical sites since spring. They have been enjoying local festivals during summer.,그는 봄부터 역사적인 장소를 방문해요. 그들은 여름 동안 지역 축제를 즐겨요.
908,중3,YBM(박),2015,3,"Future Dreams, Future Jobs",It ~ that 강조 구문,It is the early job experience that builds my confidence.,초기의 직장 경험이 제 자신감을 키워요.,It is the challenging internship that inspires me. It is the supportive mentor that guides my career.,도전적인 인턴십이 저를 영감을 줘요. 든든한 멘토가 제 경력을 이끌어요.
908,중3,YBM(박),2015,4,Are You a Digital Citizen?,to 부정사의 의미상의 주어,It is important for us to design guidelines for responsible internet use.,우리가 책임감 있게 인터넷을 사용하기 위해 지침을 설계하는 것이 중요해요.,It is essential for her to follow digital etiquette. It is beneficial for them to update their security settings regularly.,그녀가 디지털 예절을 따르는 것이 필수적이에요. 그들이 보안 설정을 정기적으로 업데이트하는 것이 유익해요.
908,중3,YBM(박),2015,5,Love for My Country,과거완료,I remembered the dream that I had seen during the national parade.,나는 국경일 행진 도중에 본 꿈을 기억했어요.,He had prepared his speech before the national event began. They had visited the memorial before the ceremony started.,그는 국가 행사가 시작되기 전에 연설을 준비했어요. 그들은 의식이 시작되기 전에 기념관을 방문했어요.
908,중3,YBM(박),2015,6,Meet the World,관계대명사의 계속적 용법,"A traveler uses a guide, which explains hidden places.",여행자는 숨겨진 곳들을 설명하는 안내서를 사용해요.,"A student reads an article, which introduces unique traditions. An explorer uses a lens, which captures breathtaking views.",학생은 독특한 전통을 소개하는 기사를 읽어요. 탐험가는 숨막히는 광경을 담는 렌즈를 사용해요.
908,중3,YBM(박),2015,7,How to Get Along with People,관계부사 how,I admired how my friend explained the game.,내 친구가 경기를 설명한 방식을 감탄했어요.,He noticed how the crowd cheered during the match. Everyone appreciated how the event was organized.,그는 관중들이 경기에서 환호한 방식을 알아봤어요. 모두들 행사가 잘 진행된 방식을 고마워해요.
908,중3,YBM(박),2015,8,Have Fun with Art!,분사구문,"Using simple patterns, digital art seems modern.","단순한 패턴을 사용해서, 디지털 아트가 현대적으로 보여요.","Using vivid colors, street art feels lively. Using impressionist techniques, canvases look soulful.","선명한 색상을 사용해서, 스트리트 아트가 생동감 있어요. 인상파 기법을 사용해서, 캔버스가 감성적으로 보여요."
908,중3,YBM(박),2015,9,"You Can Do It, Too",I wish 가정법 과거,I wish he had a modern smartphone.,나는 그가 최신 스마트폰을 가졌으면 좋겠어요.,I wish they had a longer break. I wish our school had a bigger library.,나는 그들이 더 긴 쉬는 시간을 가졌으면 좋겠어요. 나는 우리 학교에 더 큰 도서관이 있었으면 좋겠어요.
909,중3,YBM(송),2015,1,Passion for Life,too ... to부정사,She is too excited to stop dreaming.,그녀는 꿈을 멈추기에는 너무 신나 있어요.,He is too passionate to give up easily. I am too determined to lose hope.,그는 쉽게 포기하기에는 너무 열정적이에요. 나는 희망을 잃기에는 너무 단호해요.
909,중3,YBM(송),2015,2,Teens' Worries,분사구문,"Minho, believing that studying consistently makes him smarter, often practices extra for tests.",민호는 꾸준히 공부하면 똑똑해진다고 믿어서 시험 공부를 추가로 해요.,"Jisoo, knowing that reading expands her world, always borrows a new book. Hyun, thinking that exercise improves mood, rarely skips gym time.",지수는 독서가 세계를 넓힌다는 걸 알고 항상 새 책을 빌려요. 현은 운동이 기분을 좋게 만든다고 생각해서 헬스 시간을 거의 빠지지 않아요.
909,중3,YBM(송),2015,3,"Healthy Living, a Happy Life","the 비교급, the 비교급","The more water you drink, the more refreshed your body feels.","물을 더 많이 마시면, 몸이 더 상쾌해져요.","The more fruits you eat, the healthier you become. The more you sleep, the better you perform.","과일을 더 많이 먹으면, 더 건강해져요. 더 많이 자면, 더 잘해요."
909,중3,YBM(송),2015,4,Safety First,접속사 'although',"Although the school warned about dangers, a minor accident happened.","비록 학교가 위험에 대해 경고했지만, 작은 사고가 났어요.","Although the instructions were clear, some people got confused. Although the equipment is new, it sometimes malfunctions.","비록 설명이 명확했지만, 몇몇 사람들은 혼란스러워했어요. 비록 장비가 새 것임에도 불구하고, 가끔 오작동해요."
909,중3,YBM(송),2015,5,Look Inside You,관계대명사 'what',What you love and how you express it show your personality.,네가 사랑하는 것과 그것을 표현하는 방식이 네 성격을 보여줘요.,What you create and how you create it inspire others. What you believe and how you act make you unique.,네가 창조하는 것과 그것을 만드는 방식이 다른 사람들에게 영감을 줘요. 네가 믿는 것과 그것을 행동으로 옮기는 것이 네 개성을 만들어줘요.
909,중3,YBM(송),2015,6,Buy and Sell Wisely,as + 형용사/부사의 원급 + as 구문을 사용해 두 대상을 비교하는 표현입니다.,My used phone is as useful as a brand new one.,내 중고폰은 새 제품만큼 유용해요.,Her second-hand jacket is as warm as a fresh one. Their old laptop is as reliable as a new model.,그녀의 중고 재킷은 새 제품만큼 따뜻해요. 그들의 오래된 노트북은 새 모델만큼 믿음직해요.
909,중3,YBM(송),2015,7,"Small Ideas, Big Differences",가정법 과거,"If she did not spend wisely, her small savings would disappear.","만약 그녀가 현명하게 쓰지 않았다면, 작은 저금이 사라졌을 거예요.","If he thought carefully, his simple idea would change everything. If they avoided waste, every little effort would count.","만약 그가 신중하게 생각했다면, 그의 단순한 생각이 모든 것을 바꿨을 거예요. 만약 그들이 낭비를 피했다면, 작은 노력도 모두 중요했을 거예요."
909,중3,YBM(송),2015,8,Healthy Food Around the World,not only ... but also,Fruit salad is not only refreshing but also nutritious.,과일 샐러드는 상쾌할 뿐만 아니라 건강에도 좋아요.,The green smoothie is not only energizing but also delicious. Quinoa salad is not only light but also filling.,녹색 스무디는 에너지를 줄 뿐만 아니라 맛있어요. 퀴노아 샐러드는 가볍을 뿐만 아니라 포만감을 줘요.
901,중3,능률(김),2015,1,A Life Full of Experiences,선행사를 포함한 관계대명사 what,Discover what inspires you every day.,매일 당신에게 영감을 주는 것을 발견해요.,Uncover what drives your ambition. Learn what makes you unique and brave.,당신의 야망을 이끄는 것을 밝혀내요. 당신을 특별하고 용감하게 만드는 것을 배워요.
901,중3,능률(김),2015,2,Take Care of Yourself,명사 뒤에서 명사를 수식하는 분사,A balanced meal including fresh ingredients makes you feel energetic.,신선한 재료가 들어간 균형 잡힌 식사는 당신을 활기차게 해요.,A healthy snack including fruits boosts your concentration. A proper dinner including vegetables improves your sleep.,과일이 들어간 건강한 간식은 집중력을 높여요. 채소가 들어간 적절한 저녁 식사는 숙면을 도와줘요.
901,중3,능률(김),2015,3,"Always Aware, Always Prepared",접속사,"Since it was my first time experiencing a heavy rain, I didn’t know how to react.",처음 폭우를 경험해서 어떻게 반응해야 할지 몰랐어요.,"Since it was my first time visiting a busy market, I couldn't find my way.
Since it was my first time trying a new hobby, I didn’t know where to start.","처음 붐비는 시장을 방문해서 길을 찾지 못했어요.
처음 새로운 취미를 시도해서 어디서 시작해야 할지 몰랐어요."
901,중3,능률(김),2015,4,My Roles in Society,조동사의 수동태,I believe a role like mine can be recognized by the community.,나 같은 역할은 사회에 의해 인정받을 수 있어요.,A person like me should be valued by everyone. Roles like ours can be appreciated by the community.,나 같은 사람은 모두에게 소중히 여겨져야 해요. 우리와 같은 역할은 사회로부터 인정을 받을 수 있어요.
901,중3,능률(김),2015,5,Environmental Innovations,관계부사,The lab is a place where innovative ideas are born.,그 연구실은 혁신적인 아이디어가 태어나는 곳이에요.,They visited a library where digital resources are available. She explored a market where eco-friendly products flourish.,그들은 디지털 자료가 있는 도서관을 방문했어요. 그녀는 친환경 제품이 풍부한 시장을 탐험했어요.
901,중3,능률(김),2015,6,Take Part in the Economy,분사구문,"Hearing many encouraging voices, I decided to start saving money.","많은 격려의 소리를 듣고, 나는 돈을 모으기 시작했어요.","Noticing a steady increase in prices, I decided to plan my budget. Seeing numerous benefits of saving, I decided to open a bank account.","물가가 꾸준히 오르는 것을 보고, 나는 예산을 계획하기로 했어요. 저축의 여러 이점을 보고, 나는 은행 계좌를 만들기로 했어요."
