textbook ID,레슨,단어,품사,PoS,뜻,예문,예문 해석,voca_options
701,3,expensive,형용사,3,"비싼, 고가의",He bought her an expensive doll.,그는 그녀에게 비싼 인형을 사 주었다.,"[{""voca_id"": 1128, ""word"": ""expensive"", ""meaning"": ""비싼"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,5,experience,명사,2,"겪다, 경험하다",You can experience new things in other countries.,다른 나라에서는 새로운 것들을 경험할 수 있다.,"[{""voca_id"": 1129, ""word"": ""experience"", ""meaning"": ""경험하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 2636, ""word"": ""experience"", ""meaning"": ""경험하다, 겪다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 2637, ""word"": ""experience"", ""meaning"": ""경험"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,6,explore,동사,1,"나타내다, 표현하다",She doesn't express her feelings well.,그녀는 자신의 감정을 잘 표현하지 않는다.,
701,8,express,동사,1,"나타내다, 표현하다",She doesn't express her feelings well.,그녀는 자신의 감정을 잘 표현하지 않는다.,"[{""voca_id"": 785, ""word"": ""express"", ""meaning"": ""표현하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 786, ""word"": ""express"", ""meaning"": ""특급 배송"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 787, ""word"": ""express"", ""meaning"": ""급행의,신속한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,4,fact,명사,2,사실,Everyone knows that the sun rises in the east. It's a fact.,모든 사람이 해가 동쪽에서 뜨는 것을 알고 있다. 그것은 사실이다.,
701,2,famous,형용사,3,유명한,A famous actress lives in this building.,유명한 여배우가 이 건물에 산다.,
701,1,favorite,형용사,3,아주 좋아하는,My favorite song is playing on the radio.,내가 좋아하는 노래가 라디오에서 나온다.,
701,5,field,명사,2,"들판, 광장, 경기장, 분야",My school has a big soccer field.,우리 학교에는 큰 축구 경기장이 있다.,
701,5,final,"명사,형용사",,"마지막의, 최종적인, 결승전",They went home to watch the World Cup finals.,그들은 월드컵 결승전을 보기 위해 집으로 갔다.,"[{""voca_id"": 1153, ""word"": ""final"", ""meaning"": ""결승전"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1154, ""word"": ""final"", ""meaning"": ""기말시험"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1155, ""word"": ""final"", ""meaning"": ""최종의"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,3,find,동사,1,"찾다, 발견하다",I can't find my keys anywhere.,나는 어디에서도 내 열쇠를 찾을 수 없다.,
701,3,flea market,명사,2,벼룩시장,I bought this shirt at a flea market.,나는 이 셔츠를 벼룩시장에서 샀다.,
701,5,floating,형용사,3,(물이나 공중에) 떠 있는,Some people use boats as floating houses.,어떤 사람들은 배를 수상 가옥으로 사용하기도 한다.,
701,5,follow,동사,1,"뒤따르다, 따르다",The dog followed the man into the house.,그 개가 집안으로 남자를 따라왔다.,"[{""voca_id"": 1182, ""word"": ""follow"", ""meaning"": ""따르다,(사회관계망 서비스 등에)팔로하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1183, ""word"": ""follow"", ""meaning"": ""(분명히) 이해하다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,4,future,"명사, 형용사",,"미래, 장래",Our lives will be different in the future.,미래에 우리 삶은 달라질 것이다.,
701,7,garlic,명사,2,마늘,Try to eat garlic every day. It's good for your health.,매일 마늘을 먹도록 해라. 마늘은 건강에 좋다.,
701,5,give up,"동사, 숙어/관용어",,포기하다,Don't give up hope in any case.,어떠한 상황이든 희망을 잃지 마.,
701,7,goat,명사,2,염소,Wild goats live in the mountains.,야생 염소는 산에서 산다.,
701,6,grade,명사,2,"등급, 학년, 성적",I got a bad grade on my math test.,나는 수학 시험에서 좋지 않은 성적을 받았다.,"[{""voca_id"": 1203, ""word"": ""grade"", ""meaning"": ""채점하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1204, ""word"": ""grade"", ""meaning"": ""등급"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1205, ""word"": ""grade"", ""meaning"": ""성적,등급"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1206, ""word"": ""grade"", ""meaning"": ""학년,성적"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,grade,명사,2,"등급, 학년, 성적",I got a bad grade on my math test.,나는 수학 시험에서 좋지 않은 성적을 받았다.,"[{""voca_id"": 1203, ""word"": ""grade"", ""meaning"": ""채점하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1204, ""word"": ""grade"", ""meaning"": ""등급"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1205, ""word"": ""grade"", ""meaning"": ""성적,등급"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1206, ""word"": ""grade"", ""meaning"": ""학년,성적"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,7,grass,명사,2,"풀, 잔디",Don't walk on the grass.,잔디 위를 걷지 마라.,
701,6,grow up,동사,1,성장하다,My daughter wants to be a doctor when she grows up.,우리 딸은 커서 의사가 되고 싶어 한다.,
701,8,grow up,동사,1,성장하다,My daughter wants to be a doctor when she grows up.,우리 딸은 커서 의사가 되고 싶어 한다.,
701,3,half,명사,2,"반, 절반",I know half of the people in the room.,나는 방에 있는 사람들의 절반을 안다.,"[{""voca_id"": 1215, ""word"": ""half"", ""meaning"": ""절반"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1216, ""word"": ""half"", ""meaning"": ""30분"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,4,healthy,형용사,3,"건강한, 건강에 좋은",Plants need sunlight to stay healthy.,식물은 건강하게 자라기 위해 햇빛이 필요하다.,"[{""voca_id"": 1226, ""word"": ""healthy"", ""meaning"": ""건강한,건강에 좋은"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,2,holiday,명사,2,"휴일, 휴가",New Year's Day is a public holiday.,1월 1일은 공휴일이다.,
701,1,hometown,명사,2,고향,His hometown is London.,그의 고향은 런던이다.,
701,4,human,"형용사, 명사",,"인간의, 사람의, 인간",Dogs can hear better than humans.,개들은 인간보다 더 잘 들을 수 있다.,
701,4,impossible,형용사,3,불가능한,Life without a cell phone is impossible in modern times.,현대 사회에서 휴대전화가 없는 삶은 불가능하다.,
701,4,information,명사,2,정보,Visit the website for more information.,더 많은 정보를 원하시면 웹사이트를 방문하십시오.,
701,6,instrument,명사,2,"기구, 도구, 악기",My favorite musical instrument is the violin.,내가 가장 좋아하는 악기는 바이올린이다.,"[{""voca_id"": 807, ""word"": ""instrument"", ""meaning"": ""기구,도구"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 808, ""word"": ""instrument"", ""meaning"": ""악기,도구"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,instrument,명사,2,"기구, 도구, 악기",My favorite musical instrument is the violin.,내가 가장 좋아하는 악기는 바이올린이다.,"[{""voca_id"": 807, ""word"": ""instrument"", ""meaning"": ""기구,도구"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 808, ""word"": ""instrument"", ""meaning"": ""악기,도구"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,1,interest,명사,2,"관심, 흥미",I have an interest in music.,나는 음악에 관심이 있다.,"[{""voca_id"": 1246, ""word"": ""interest"", ""meaning"": ""관심을 끌다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1247, ""word"": ""interest"", ""meaning"": ""흥미롭게 하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1248, ""word"": ""interest"", ""meaning"": ""관심,흥미"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1249, ""word"": ""interest"", ""meaning"": ""이익"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1250, ""word"": ""interest"", ""meaning"": ""(금융) 이자"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,1,interesting,형용사,3,"재미있는, 흥미로운",This book is very interesting.,이 책은 매우 흥미롭다.,
701,4,invention,명사,2,"발명, 발명품",This invention can read books to blind people.,이 발명품은 맹인에게 책을 읽어줄 수 있다.,
701,3,item,명사,2,"품목, 항목",There were many items on display in the store window.,상점 진열창에 많은 물건들이 진열되어 있었다.,"[{""voca_id"": 1254, ""word"": ""item"", ""meaning"": ""물품,항목"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,7,knock,동사,1,"두드리다, 노크하다",He always knocks on the door when he goes into his daughter's room.,그는 항상 딸의 방에 들어갈 때 방문을 두드린다.,"[{""voca_id"": 2672, ""word"": ""knock"", ""meaning"": ""두드리다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 2673, ""word"": ""knock"", ""meaning"": ""노크"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,7,know,동사,1,"알다, 알고 있다",He knows many things about Korean culture.,그는 한국 문화에 대해 많은 것을 알고 있다.,
701,6,law,명사,2,"법률, 법학",He studied law and became a lawyer.,그는 법을 공부하고 변호사가 되었다.,"[{""voca_id"": 1262, ""word"": ""law"", ""meaning"": ""(과학/철학상의) 법칙"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1263, ""word"": ""law"", ""meaning"": ""법"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,law,명사,2,"법률, 법학",He studied law and became a lawyer.,그는 법을 공부하고 변호사가 되었다.,"[{""voca_id"": 1262, ""word"": ""law"", ""meaning"": ""(과학/철학상의) 법칙"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1263, ""word"": ""law"", ""meaning"": ""법"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,4,lesson,명사,2,"수업, 교훈",He learns life lessons from his dad.,그는 아버지에게 인생 교훈을 배운다.,
701,4,library,명사,2,도서관,I borrowed some art books from the library.,나는 도서관에서 미술책들을 몇 권 빌렸다.,
701,7,look for,"동사,숙어/관용어",#REF!,"찾다, 구하다",My older brother is looking for a job these days.,요즘 오빠는 직업을 찾고 있어요.,
701,5,lose,동사,#REF!,"잃다, 지다","She practiced hard, but she lost the game.","그녀는 열심히 연습했지만, 시합에서 졌다.","[{""voca_id"": 1289, ""word"": ""lose"", ""meaning"": ""잃다,경기에 지다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1290, ""word"": ""lose"", ""meaning"": ""경기에 지다"", ""pos_no"": 1, ""pos"": ""동사""}]"
701,6,loudly,부사,#REF!,"큰 소리로, 소리 높이",You should not talk loudly in the library.,도서관에서 크게 이야기해서는 안 된다.,
701,8,loudly,부사,#REF!,"큰 소리로, 소리 높이",You should not talk loudly in the library.,도서관에서 크게 이야기해서는 안 된다.,
701,3,low,형용사,#REF!,"낮은, (값이) 싼",I got a low grade on the math test.,나는 수학 시험에서 낮은 점수를 받았다.,
701,7,luck,명사,#REF!,행운,I need a bit of luck to win this game.,이번 게임을 이기려면 조금의 행운이 필요하다.,
701,1,map,명사,2,"지도, 약도","According to this map, the park is over there.",이 지도에 따르면 공원은 저쪽에 있다.,
701,6,match,동사,1,"조화시키다, 맞추다, 어울리다",My dog can match these pictures to their names.,우리 집 개는 이 사진과 그 이름을 연결시켜 맞출 수 있다.,"[{""voca_id"": 823, ""word"": ""match"", ""meaning"": ""대응하다,연결하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 824, ""word"": ""match"", ""meaning"": ""맞먹다,필적하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 825, ""word"": ""match"", ""meaning"": ""부응하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 826, ""word"": ""match"", ""meaning"": ""연결시키다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 827, ""word"": ""match"", ""meaning"": ""어울리다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 828, ""word"": ""match"", ""meaning"": ""일치하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 829, ""word"": ""match"", ""meaning"": ""짝짓기 하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 830, ""word"": ""match"", ""meaning"": ""맞수,호적수"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 831, ""word"": ""match"", ""meaning"": ""성냥,시합"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 832, ""word"": ""match"", ""meaning"": ""경기,시합"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,match,동사,1,"조화시키다, 맞추다, 어울리다",My dog can match these pictures to their names.,우리 집 개는 이 사진과 그 이름을 연결시켜 맞출 수 있다.,"[{""voca_id"": 823, ""word"": ""match"", ""meaning"": ""대응하다,연결하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 824, ""word"": ""match"", ""meaning"": ""맞먹다,필적하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 825, ""word"": ""match"", ""meaning"": ""부응하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 826, ""word"": ""match"", ""meaning"": ""연결시키다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 827, ""word"": ""match"", ""meaning"": ""어울리다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 828, ""word"": ""match"", ""meaning"": ""일치하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 829, ""word"": ""match"", ""meaning"": ""짝짓기 하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 830, ""word"": ""match"", ""meaning"": ""맞수,호적수"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 831, ""word"": ""match"", ""meaning"": ""성냥,시합"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 832, ""word"": ""match"", ""meaning"": ""경기,시합"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,2,mean,동사,1,의미하다,That sound means that it is a break time.,그 소리는 쉬는 시간이라는 것을 의미한다.,"[{""voca_id"": 1318, ""word"": ""mean"", ""meaning"": ""의미하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1319, ""word"": ""mean"", ""meaning"": ""의도하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1320, ""word"": ""mean"", ""meaning"": ""수단"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1321, ""word"": ""mean"", ""meaning"": ""산술 평균"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1322, ""word"": ""mean"", ""meaning"": ""심술궂은,짓궂은"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1323, ""word"": ""mean"", ""meaning"": ""비열한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,5,mistake,명사,2,"잘못, 실수",I made a mistake on the exam.,나는 시험에서 실수를 했다.,
701,6,mix,동사,1,"섞다, 섞이다",You can't mix oil and water.,물과 기름을 섞을 수는 없다.,"[{""voca_id"": 1335, ""word"": ""mix"", ""meaning"": ""섞다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1336, ""word"": ""mix"", ""meaning"": ""혼합물,섞은 것"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,mix,동사,1,"섞다, 섞이다",You can't mix oil and water.,물과 기름을 섞을 수는 없다.,"[{""voca_id"": 1335, ""word"": ""mix"", ""meaning"": ""섞다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1336, ""word"": ""mix"", ""meaning"": ""혼합물,섞은 것"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,2,move,"동사, 명사",,"움직이다, 옮기다, 말의 움직임",I made a move on the chess board.,나는 체스판 위의 말을 움직였다.,
701,5,nail,명사,2,"못, 손톱",She hammered a nail into the wall.,그녀는 벽에 못을 망치질했다.,"[{""voca_id"": 1349, ""word"": ""nail"", ""meaning"": ""못을 박다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1350, ""word"": ""nail"", ""meaning"": ""손톱,못"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1351, ""word"": ""nail"", ""meaning"": ""못"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,7,nervous,형용사,3,"긴장한, 초조한",She was nervous about the math test.,그녀는 수학 시험 때문에 초조해했다.,"[{""voca_id"": 1355, ""word"": ""nervous"", ""meaning"": ""긴장하는"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1356, ""word"": ""nervous"", ""meaning"": ""신경의"", ""pos_no"": 3, ""pos"": ""형용사""}, {""voca_id"": 1357, ""word"": ""nervous"", ""meaning"": ""불안해하는,초조한,긴장되는"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,6,object,명사,2,"물체, 사물",A hard object hit the window last night.,어젯밤 단단한 물체가 창문을 쳤다.,"[{""voca_id"": 1363, ""word"": ""object"", ""meaning"": ""반대하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1364, ""word"": ""object"", ""meaning"": ""물건,물체,목표"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1365, ""word"": ""object"", ""meaning"": ""목표"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1366, ""word"": ""object"", ""meaning"": ""목적,물체"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,8,object,명사,2,"물체, 사물",A hard object hit the window last night.,어젯밤 단단한 물체가 창문을 쳤다.,"[{""voca_id"": 1363, ""word"": ""object"", ""meaning"": ""반대하다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1364, ""word"": ""object"", ""meaning"": ""물건,물체,목표"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1365, ""word"": ""object"", ""meaning"": ""목표"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1366, ""word"": ""object"", ""meaning"": ""목적,물체"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,4,obvious,형용사,3,"뚜렷한, 명백한",The answer looks obvious to me.,나에게 답은 명백해 보인다.,"[{""voca_id"": 1367, ""word"": ""obvious"", ""meaning"": ""분명한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
701,1,often,부사,4,"종종, 자주",She often writes to her friend.,그녀는 친구에게 자주 편지를 쓴다.,
701,3,owner,명사,2,"주인, 소유주",Erica is the bag's owner.,Erica가 가방의 주인이다.,
701,2,palace,명사,2,궁전,I would like to visit Buckingham Palace.,나는 버킹엄 궁전에 가보고 싶다.,"[{""voca_id"": 1373, ""word"": ""palace"", ""meaning"": ""궁전,왕궁"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,1,pet,명사,2,애완동물,I want to have a pet.,나는 애완동물을 하나 갖고 싶다.,"[{""voca_id"": 1384, ""word"": ""pet"", ""meaning"": ""쓰다듬다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 1385, ""word"": ""pet"", ""meaning"": ""애완동물"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,2,plan,명사,2,계획,I don't have any plans for the weekend.,나는 주말에 아무런 계획이 없다.,
701,4,plant,명사,2,식물,All plants need light and water.,모든 식물은 빛과 물을 필요로 한다.,"[{""voca_id"": 1398, ""word"": ""plant"", ""meaning"": ""공장"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 1399, ""word"": ""plant"", ""meaning"": ""식물"", ""pos_no"": 2, ""pos"": ""명사""}, {""voca_id"": 2710, ""word"": ""plant"", ""meaning"": ""심다"", ""pos_no"": 1, ""pos"": ""동사""}, {""voca_id"": 2711, ""word"": ""plant"", ""meaning"": ""식물"", ""pos_no"": 2, ""pos"": ""명사""}]"
701,3,pocket money,명사,2,용돈,Please give me some pocket money.,용돈 좀 주세요.,
701,5,possible,형용사,3,"가능한, 할 수 있는",He ran 100 meters in four seconds? That's not possible!,그가 100미터를 5초 안에 달렸다고? 그건 가능하지 않아!,"[{""voca_id"": 1420, ""word"": ""possible"", ""meaning"": ""가능한"", ""pos_no"": 3, ""pos"": ""형용사""}]"
